Sr.no.,Review_body,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,sent.val1,category_senti1,Date,Weekday,Month and Year,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18
742, problems came upgrading offer terrible deals existing customers ended finding better deals third party websites showed deals network couldn t match kept increasing data use gb max gb one time data useless  ve cancel current contract now waiting day notice  ll start new contract sorted third party less willing give pain wait start new contract sorted go direct use third parties  ll better deals crazy true ,2,4,1,3,0,4,0,0,6,1,-1.5,Negative,13-Mar-18,Tuesday,Mar-18,,,,,,,,,,,,,,,,,,,
743, company scam use nothing problems joining customer service rude doesn t want help customer ,0,0,0,0,0,0,0,0,0,1,-1.5,Negative,13-Mar-18,Tuesday,Mar-18,,,,,,,,,,,,,,,,,,,
744, dishonest rip organisation never provided promised want money every possible way bad reception need think twice sign contract ,3,1,2,1,1,2,1,1,2,1,-0.9,Negative,13-Mar-18,Tuesday,Mar-18,,,,,,,,,,,,,,,,,,,
745, edit finally waiting minutes spoke csm called vishal vishal incredibly understanding closed account immediately waiving final bill affect credit many thanks however amended rating stars place leave message anyone else experiencing issuesabsolute shambles attempted assistance historical issue transfer ownership checking credit report found something amiss several unknown addresses took qualms livechat spoke lovely adviser unfortunately unable resolve issue transferred aniket customer relations teamaniket helpful seemingly got confused conflated issue fact felt like interrogation customer service made feel mishandling issue fault aniket finally decided unable help advised transfer specialist team known name department wrote review minutes waiting hear peep suspect simply means getting give wait chat time considering unable use phone contact due health issues technically disability discrimination issue easy thing resolve almost laughable fact told telco end user borderline incompetence ability block service user force contact forget customer service send complaint ofcom ombudsman seems clue ,4,8,3,6,4,7,3,12,17,14,-2,Negative,12-Mar-18,Monday,Mar-18,,,,,,,,,,,,,,,,,,,
746, price value money great months ago moved different address network area pretty crap though best network despite month contract told network problem signal time mostly pushed someone fix mast problem go away never fixed problem given use app work phone sim may problem one wanted actually talk contract legal things asked staff member via live chat much cancel replied £ now getting signal time right say went months talking back forth different people decided make complaint resolver equally bad fair treated way made pay months signal eventually offered free cancellation along time contract expire anyway absolutely disgusting customer service support like spoke one person explains customer service poor spoke mass amount people course months one actually wanted listen help kept putting excuses throwing well want cancel pay ,4,5,3,3,3,4,1,5,8,8,1.35,Positive,12-Mar-18,Monday,Mar-18,,,,,,,,,,,,,,,,,,,
747, far fault everytime pick sim deal online shop rest assured customer reps phone well high street shop confirm start ee never well connected within departments go extra mile ensure bundles kept lowest cost pay actually useeverything always explained full clarity agents app reads sim straightway provided turn wifi updated immediately usage billing offers app also works blackberry z platform long enabled google store cobalt apps different blackberry world verdict full satisfaction service ,0,6,0,1,2,2,1,3,3,10,3.05,Positive,12-Mar-18,Monday,Mar-18,,,,,,,,,,,,,,,,,,,
748, add minutes payg credit card live chat available options called completely useless website unhelpful facility email help competitive market sim game ,0,0,0,0,0,0,0,1,1,2,0.35,Positive,11-Mar-18,Sunday,Mar-18,,,,,,,,,,,,,,,,,,,
749, first issue coverage unstable undependable annoyingsecond problem extremely bad service example mention problems never login account website see billing details always says phone number password match case click forgot password always sorry something went wrong currently working fix course never fixed least within last month deal company app absolutely useless billing part important thing costumer update tried reinstall app open prompts sorry something went funny please try later funny simple service provide costumer even functioning app thousands small businesses apps works flawlessly received call saying outstanding balance guy asked bank card info make payment said prefer website later checked app payment make outstanding balance called back company ask going guy said nothing need pay told call received earlier said probably someone company contacted mistakenly weeks later amount first guy said charged account direct debit still weeks able see billing details website work app work costumer service know considering shift another company ,1,2,1,4,3,3,2,8,9,9,-2.78E-17,Negative,11-Mar-18,Sunday,Mar-18,,,,,,,,,,,,,,,,,,,
750, worst network ever live centre leeds full g network even load google website send message whatsapp without wait secs thats quick certain times wait minute unless connected wifi definitely renewing contract rather pay premium price another network able use service without need connected wifi time ,0,4,0,0,1,0,0,1,1,2,-0.05,Negative,10-Mar-18,Saturday,Mar-18,,,,,,,,,,,,,,,,,,,
751, called refund credit account took mins call money back repaid automatically ridiculous customer service approach cost call credit never use ,2,1,1,0,1,0,1,3,1,3,1.05,Positive,09-Mar-18,Friday,Mar-18,,,,,,,,,,,,,,,,,,,
752, good customer service contracts cheap amount data minutes texts great bonus inclusive minutes used abroad noneu countries however frustrating many places uk especially londonderry weak signal ,0,2,0,0,2,0,2,1,1,4,1.05,Positive,09-Mar-18,Friday,Mar-18,,,,,,,,,,,,,,,,,,,
753, taken day cancel contract tablet completely ridiculous now outside day cooling send new phone tablet back renewing second contact december another phone tablet complaints department glasgow got put put managementanother customer plus years lossing ,1,0,1,0,0,1,0,0,2,3,-0.9,Negative,09-Mar-18,Friday,Mar-18,,,,,,,,,,,,,,,,,,,
754, useless phoned today took ages want cancel contract ends next month told early cancel contract without occurring cancellation charges explained want cancel contract early want cancel contract comes end asked please make sure contract ends expiration date told phone back nearer time joke ,0,1,0,0,0,1,0,0,3,0,0.1,Positive,09-Mar-18,Friday,Mar-18,,,,,,,,,,,,,,,,,,,
755, service appalling use company warned ,0,1,1,2,0,0,1,0,1,0,-1.25,Negative,09-Mar-18,Friday,Mar-18,,,,,,,,,,,,,,,,,,,
756, sure everyone seems complaining fufuu years never issue improvement uk based call centre network offer unlimited data plans rarely gone somewhere found without signal go holiday use minutes texts data worries extra costs also cap stop unexpected extra charges appwebsite helpful see complain really keep anyone worried reading negative reviews remember people leave reviews complain vent unhappy people tend feel need leave positive reviews things gone well unfortunately makes look bad decided leave review reading everyones complaints feeling bad much better page makes ,5,5,3,3,6,7,3,5,8,10,-1.8,Negative,08-Mar-18,Thursday,Mar-18,,,,,,,,,,,,,,,,,,,
757, bad service terrible complaints procedure regulated fca ruin life bad credit reporting avoid worth hassle stick proper companies like o vodafone ,2,0,2,5,0,3,0,1,4,4,-1.7,Negative,08-Mar-18,Thursday,Mar-18,,,,,,,,,,,,,,,,,,,
758, past years good years old plan decided change contract cheaper deal offered deals value money e cheaper deals offered price comparison sites asked told online exclusive offers etc guess reward loyal customer years want even match deals offered online negotiating phone obviously cancelling contract experience hope consumers aware company treat loyal clients ,2,7,1,3,7,1,8,7,1,8,3.05,Positive,08-Mar-18,Thursday,Mar-18,,,,,,,,,,,,,,,,,,,
759, one star given one reason first got handset issues connectivity network moved number o lady helpful got sorted also called back check everything still ok big thanks now reason don t anymore stars jumped gun ordered two phones one different provider buymobilesnet one direct third party offered better deal day received unwanted handset within day cancellation period sent back recorded delivery per advice call centre said note account thought hand naturally forgot called completely unrelated issue told accounts set  oh dear  said apologised prefusely reassured direct debit now cancelled contract also due course fair enough  s first thing wound days refund £ never taken say utterly ridiculously unnecessary kind successful company takes long process simple refund tell currently still waiting money back whole months cancelled now straw broke camels back cheeky sons actually called told owed £ babbled  bs  receiving handset well  m pretty sure  s approximately £ phone soooo either owe much  re wrong made false apologies promises telling sorted nothing kind  sorted   d say around phone calls back forth  m super stressed lack empathy understanding call centre staff sound like read apology script frankly fob excuses take actions whatsoever issue resolved now contact megan  s customer relations department little faith await call back resolution within hours  s also someone told last wednesday asked speak cr called back wednesday funny hours eh head hands hope resolved quickly  m bored now ,3,14,0,3,10,2,4,15,6,23,9.2,Positive,07-Mar-18,Wednesday,Mar-18,,,,,,,,,,,,,,,,,,,
760, received letter advised owed £ relating phone contract taken march called ever ee orange contract advise must error guidance basically told nothing speak anyone fraud team speak team manager option speak anyone uk offices instead left limbo hope person understand talked actually take details correct failed options take name address contact number indeed contact fraud teamappalling customer service even customer also worryingly appears anyone phone name giving random address scary indeedavoid avoid avoid despite threatening take us court outstanding debt previously contacted us never received letter purchase made different address appear take seriously enough let speak someone knows procedure give relevant details even put account hold letters debt collectors demanding money court still keep comingstill waiting call fraud team advise still waiting confirm debt collectors enabled somebody open account phone package using fraudulent name non associated address keep getting pay court option letter wish luck huge amount luck first experience enough decide now ever day die ever ever contemplate provider ,5,6,2,5,5,3,3,9,9,15,0.75,Positive,07-Mar-18,Wednesday,Mar-18,,,,,,,,,,,,,,,,,,,
761, currently trying cancel wifi took week ago still within days cooling period got gb wifi even used single mb whole week network awful called times ironic within hour half cancel hung twice first time hold mins second time stupidly allowed send technical department rep let cancel saying nothing lose going troubleshooting first hold mins realised whilst hold even able fix even want stay horrific customer service time called fingers crossed last time service terrible nothing indian reps polite enough back forth sending customers horrible waiting times ask questions excruciating never take contract ever warn anyone utters word run never look back ,5,3,5,7,0,5,2,2,8,3,-6.5,Negative,07-Mar-18,Wednesday,Mar-18,,,,,,,,,,,,,,,,,,,
762, far great experience say far feel ongoing journey  ve using network years now great signal time great deal lot datatexts minutes use uk abroad someone travels regularly really appeals please continue add countries use phone local rates allowancesnothing bad say really haven t test customer services really called query charge bill actually got person understood dealt query quickly politely efficiently great thanks guys ,1,6,1,2,2,1,1,3,1,5,4.8,Positive,06-Mar-18,Tuesday,Mar-18,,,,,,,,,,,,,,,,,,,
763, give one star want give zero minus rating contacted upgrade iphone told affordable mobiles deal using services upfront cost £ £ month currently iphone deal £ graded £ offered £ ans upfront cost one rejected told left keep number used services via third party reflection hassele much went back upped deal £ month come using monopoly restrictive trade practices stop keeping number must go trading standards money box live etc use third provider ,2,3,0,1,3,1,2,4,3,3,0.35,Positive,06-Mar-18,Tuesday,Mar-18,,,,,,,,,,,,,,,,,,,
764, joining worst mistake ever make theives customer service non existant employ complete neanderthals ordeal long explain literally contemplated suicide due drama people ,2,1,0,1,0,2,1,2,3,2,-2.75,Negative,06-Mar-18,Tuesday,Mar-18,,,,,,,,,,,,,,,,,,,
765, customer mobile years tell sure worse company uk paid months bills yesterday instead £ normally deducted account took £ spend hours phone sort customer service department joke totally unethical especially since cap overpass allowances given used allowance earlier normal phone able call people cap fine charge £ extra still given appropriate explanation international calls etc blocked well cause wanted make sure bill always £ international calls made nothing extremely disappointing now minutes waiting billing team answer worse network company ever avoid cost ,0,4,0,2,0,2,0,4,5,2,-0.1,Negative,06-Mar-18,Tuesday,Mar-18,,,,,,,,,,,,,,,,,,,
766, used rave network decent prices pay go sim cards excellent plans network access nearly everywhere uk times changed issues data making calls contacted numerous times filed complaints spoken level level techs absolutely nowhere bounced around departments behind scenes also aware oversold network know manage capacity people trying use networkworst service ever use ever switching another work worth time money wasted save quid support service whatsoever ,3,5,2,0,5,0,2,8,3,9,3.05,Positive,05-Mar-18,Monday,Mar-18,,,,,,,,,,,,,,,,,,,
767, telephoned spoken gentleman called brian asked issue deadlock letter asked walked store guarantee replied said consumer rights act persons rights retailer manufacturer reply yes guarantee asked deadlock letter said one systems replied lot obstacles way process said happy help tomorrow told last response ,0,4,0,0,1,0,0,3,1,5,1.75,Positive,05-Mar-18,Monday,Mar-18,,,,,,,,,,,,,,,,,,,
768, customer service poor yet fact providing correct training staff seem put effort apologising shame established mobile provider poor reputation people prefer spend money good customer servicetry relocating call centres portugal greece india seem working ,1,4,1,1,4,1,2,5,1,8,2.25,Positive,05-Mar-18,Monday,Mar-18,,,,,,,,,,,,,,,,,,,
769, bought huawei broadband nuneaton warwickshire told members staff broadband sufficient usage broadband data runs roughly around days month concerning asked copy usage data showed data used apartment many days last months none devices apartment time queried say charge data used completely missing point tried contacting many occasions told go communications omdudsman without even looking complaint now lodged complaint ombudsman concerns also long standing customer many contracts present mobile phone contracts broadband contract weekend cancelled two contracts cancelling two coming renewal customer service team based india joke never spend another pound await resolution ombudsman ,2,6,0,1,1,1,1,2,5,5,-1.6,Negative,05-Mar-18,Monday,Mar-18,,,,,,,,,,,,,,,,,,,
770, website never works ever company size provide working website joketake fix pathetic ,0,0,1,0,0,1,0,1,1,2,0.55,Positive,04-Mar-18,Sunday,Mar-18,,,,,,,,,,,,,,,,,,,
771, years never really experienced problem staff call center always incredibly helpful call even able negotiate contracts length time spent patchier signal days much used issue bother much new touch service means still receive calls texts home wifi great say current options terms upgrading little weak great choice handsets contracts looking pretty hefty days contract come end june check back pretty pleased service received always feel like telling truth try best deal always polite courteous ,0,4,0,1,4,1,1,8,4,12,6.8,Positive,04-Mar-18,Sunday,Mar-18,,,,,,,,,,,,,,,,,,,
772, past four years  s worst network ever advertise well buy contract treat bad enough please don t buy contract bunch idiots ,2,2,2,2,1,2,1,2,2,2,-0.2,Negative,04-Mar-18,Sunday,Mar-18,,,,,,,,,,,,,,,,,,,
773, terrible experience rescue called rescue th january make claim cracked screen iphone se processed exact replacement iphone se stock unfortunatley tell long going stock said call week never heard answerphone messages phoned back last week spoke representative asked details processed claim said email form needed fill two months thought strange signed last year tried filling claim form emailed work call phoned said still iphone ses upgrade iphone really upgrade becase iphone se actaully better sick waiting forced accept problem system failure process order going phone back day receive phone call call much next day delivery new phone definetly renewing rescue order ,2,4,3,5,1,4,1,3,7,2,-0.8,Negative,03-Mar-18,Saturday,Mar-18,,,,,,,,,,,,,,,,,,,
774, gave bad review waiting minutes talk agent someone came apologise upset even another thing forgot mention bought plan month plan told update including changing plans example pay go done via mythree account nooooooo things like phone check ofcom says seems missold even breach contract sure yet find mr waste time leaving comment annoying helpful want help cancel month contract number access account know contact ,3,3,2,1,2,3,0,3,6,5,-1.95,Negative,03-Mar-18,Saturday,Mar-18,,,,,,,,,,,,,,,,,,,
775, applies sneaky ways squeeze money customers transfer phone contract found paid months mobile wifi use outside years contract convert rolling contract end contract continue direct debit without informing happens contacting customer service offering solution results loss namely transferring costs made new phone contract instead mobile wifi customer service trying sell mobile wifi use reduced price lock another two years continue contract wanted still expecting compensation uninformed extra debits recommend anyone surroundings transfer phone contract expect add communication point end customers contract explicitly informing transferring years contract rolling contract decent company ,2,5,0,1,2,1,2,7,2,10,2.95,Positive,28-Feb-18,Wednesday,Feb-18,,,,,,,,,,,,,,,,,,,
776, extremely poor customer service indian call centre travelled abroad believe service disappointed phone blocked way lift barr spent £ chat customer service still able use phone uk offered poor remedy asked proper compensation given dead lock letter informed obdsuman compensate case months still open ,1,3,1,1,2,2,1,2,3,4,-1.8,Negative,27-Feb-18,Tuesday,Feb-18,,,,,,,,,,,,,,,,,,,
777, web chat joke told t reset setting phone fix problem broken link one apps found bit dubious anyway now going change setting phone link still broken tried go back web chat started type happened previously commented seconds still typing told ending chat rang customer services said help put complaints told help contact web chat team resolves complain load crap company absolute joke ,2,0,1,4,1,3,0,3,6,4,-2.8,Negative,27-Feb-18,Tuesday,Feb-18,,,,,,,,,,,,,,,,,,,
778, part one plan allowed unlimited tethering took away im always charged extra data contract already month used love phone calls network nerves now caps fairuse policy rang told important work online laughed saying pay us data already pay month management team also diclined request hotspot added worst coustmer service ,0,4,0,0,2,0,0,6,1,6,2.85,Positive,27-Feb-18,Tuesday,Feb-18,,,,,,,,,,,,,,,,,,,
779, like  good value money  excellent g g network connection  fabulous friendly customer service  ability cap monthly bills pay one amount every month unlike many mobile networks  loyalty recognised rewarded  customer service advisors go way make feel like special customer world  app simple practical easy useand lots yes reputation absolutely rubbish around years ago rubbish changed now hesitate recommend members family years switched someone else price better time since turned one biggest regrets life wait contract finish go back ,1,9,1,0,6,0,2,8,2,10,8.45,Positive,27-Feb-18,Tuesday,Feb-18,,,,,,,,,,,,,,,,,,,
780, theres lot like data plans good netflix free streaming also good idea home abroad thing useful however use phone abroad show poor network actually almost phone bursts life another network base fact coverage isnt good enough minute go building coverage falls cliff im middle nowhere last contracts east central west london point usable signal office yes coverage ok outside problem networks usable also even signal contention high probably due people using free netflix streaming seemed come timeim guessing customer service put note saying sorry hear normal experience like normal though angry anything good idea badly implemented coverage getting worse point im changing networks cant keep missing calls like shame like ,1,3,2,5,1,5,1,5,7,3,-2.25,Negative,26-Feb-18,Monday,Feb-18,,,,,,,,,,,,,,,,,,,
781, disgustin service vishal customer service manager totoally disgustin rude customer skills atall mobile english call center english staff india ,0,1,0,0,0,0,0,1,0,2,-0.25,Negative,25-Feb-18,Sunday,Feb-18,,,,,,,,,,,,,,,,,,,
782, took seemed good contract support improving network now let cancel contract used use days even though phone line unavailable tried terrible provider wait released shackles ,1,3,1,1,1,2,1,1,3,2,-0.25,Negative,24-Feb-18,Saturday,Feb-18,,,,,,,,,,,,,,,,,,,
783, two contracts called telling pay full amount phones refuse pay service cant use even called apologise bad service now debt collection company bugging day night take legal actions soon enough credit score affected ,1,2,1,1,2,2,1,3,3,5,-2.45,Negative,24-Feb-18,Saturday,Feb-18,,,,,,,,,,,,,,,,,,,
784, unreal disgrace company changed today vodafone paid £ data pack help remove age restricted websites bad signal slow loading central london customer service rude wasted hours time asked refund told like told keep £ let everybody know hiw completely inept company back vodafine within hours never never never ,5,1,4,2,0,3,0,0,5,2,-3.2,Negative,23-Feb-18,Friday,Feb-18,,,,,,,,,,,,,,,,,,,
785, come people useless customer service online relocated india staff care resolve technical issue u useless shame providing bad service updated review stop messing around people india issue useless call back asap resolve technical issue ,1,1,2,2,1,2,0,1,3,2,-0.05,Negative,23-Feb-18,Friday,Feb-18,,,,,,,,,,,,,,,,,,,
786, years total different contracts never encounter internet signal problems pay monthly deals best market value money contract always encounter issues honestly say customer service delivered outstanding whenever problem always find solution definitely deserving gained loyal customer ,1,2,0,2,4,1,2,3,2,6,2.5,Positive,23-Feb-18,Friday,Feb-18,,,,,,,,,,,,,,,,,,,
787, previous posts contact debt collection agency escalate complaint shame company incapable replying letters written chief executive preparing take legal action clear getting nowhere concerned dealing charlatans us old codgers think might update rd february actually bad experience experience resolutely refuse answer correspondence one resolve anything company simply refuses reply know remark credit file now promised seeing solicitor monday passed chief executive suggest others problems also tried using resolver service keep asking security information post conclusion never ever experiences awful service company anywhereupdate rd february after son spent excess two hours web chat thing believe finally assurance cocked account finally cancelled collection activity cease immediate effecthowever beg serious questions shall asking chief executive ombudsman advice look service providers simply don t care customers mess around novices mobile phone market experienced similar problems likes o vodafone bt mobile need look matter urgency customer service setupoh suggest anyone legitimate complaint finds unwilling cooperate email ombudsman set grievances emailed ombudsman copy david dyson chief executive also plan contact ofcom hope one else ever put situation ,4,6,5,5,2,6,3,10,12,14,-2.75,Negative,22-Feb-18,Thursday,Feb-18,,,,,,,,,,,,,,,,,,,
788, many years issues call today itemized bill ongoing complaint yodel wiped charges really showed yodel customer service done ,1,1,0,0,0,0,0,0,1,1,-0.75,Negative,20-Feb-18,Tuesday,Feb-18,,,,,,,,,,,,,,,,,,,
789, left many years got discounted works phone another network early cancellation fee pay quoted final figure phone came money leaving account via direct debit took quoted even tho outside allowance charges failed resolve didn t care left months later cancel ipad sim give days notice receive notification final direct debit taken decide take money via direct debit breaking direct debit guarantee without notification totally random date attitude don t care cos left appalling customer service never go back ,2,4,1,1,2,1,1,5,3,5,-0.15,Negative,19-Feb-18,Monday,Feb-18,,,,,,,,,,,,,,,,,,,
790, s overseas customer service call centers joke employing people bad english language skills repeat several times people understand problem question time moved customer service back uk paid uk workers deal uk customer problems naturally say also team people uk reality call handled side uk problem packages took new phone contract december now less twomonths later exact package subscribed giving customers gb data place gb feel conned naturally spewing kinds crap terms conditions business model easier upgrade data higher amount kept happy customer now many others jumping ship first chancenb look answer typical nonsense reply expected arrogant wish well new provider disinterested meaningless excuses know well poor levels customer service look back thousands negative comments trust pilot criticizing give sht ,2,5,3,2,2,4,1,5,9,7,-2.4,Negative,19-Feb-18,Monday,Feb-18,,,,,,,,,,,,,,,,,,,
791, spent ridiculous amount time phone trying agreed customer services raised complaint resolver took month response acknowledge receipt complaint written far response use twitter facebook like web chat keyboard skills slow great difficulty customer service agents standards spoken english even though try best oh provide simple email address afraid avalanche complaints surely follow ,3,1,1,3,0,2,1,2,6,3,-1.95,Negative,19-Feb-18,Monday,Feb-18,,,,,,,,,,,,,,,,,,,
792, firstly like say years made worst mistake ever leaving sim contract first year choosing giffgaff giffgaff shockingly bad signal nonexistent customer service literally online forums people really know helpsecondly thank everyone southport store helped choose new budget android handset last march ended choosing huawei honor c best handset owned date bar iphone s came everyone worked damn hardest store knowledgeable really polite also amount data absolutely bossfinally reason aint giving stars reasons  partners house right next door mobile mast signal throughout entire ground floor council flat emergency calls ee full g coverage whereas house h signal problem far away mast   saw go binge signs windows southport store walked asked existing customers months contract mistsken woman said new customers upgrade plan logged onto my saw go binge option already enabled turn chose sucker binge watching orange new black netflixtldr overall decent customer service please lie customers store ,4,5,3,3,0,6,2,5,9,11,3.5,Positive,18-Feb-18,Sunday,Feb-18,,,,,,,,,,,,,,,,,,,
793, month holiday acquired sim phone use london absolute worst service provider ever used terms mobile data coverage stand middle trafalgar square full g service completely unable use anything required mobile data also drop signal entirely multiple times day recommending anyone else travelling uk caused nothing absolute grief point unlimited monthly data even use service poor rather pay international roaming charges go incredibly inferior service ,0,3,0,0,2,3,0,1,3,6,-0.05,Negative,18-Feb-18,Sunday,Feb-18,,,,,,,,,,,,,,,,,,,
794, awful customer service rude ,1,0,1,1,0,1,0,0,1,1,-1.25,Negative,18-Feb-18,Sunday,Feb-18,,,,,,,,,,,,,,,,,,,
795, horible costumer service really bad service general signal really poor made lot complains nothing recomand anyone company ,1,0,1,1,0,1,0,1,1,1,-1.35,Negative,18-Feb-18,Sunday,Feb-18,,,,,,,,,,,,,,,,,,,
796, think guys call centre folks shops totally dislocated guys call centre sometimes wrong end stick seem genuinely wanting help ones shop quicker interested helping damaged sim card giving sorts bullsht coz interested selling ,1,0,2,1,0,3,0,0,3,2,0.7,Positive,17-Feb-18,Saturday,Feb-18,,,,,,,,,,,,,,,,,,,
797, ridiculous customer service seriously chore calling talking someone barely understand discrimination whatsoever englishspeaker able call service uk speak someone speaks clear english understand team members hardly ever understand lack clear understanding english language makes really hard conversation understood plus painfully aware reading script instead listening request giving answers information ask tiring honestly best service around telephone service really beginning last nerve fix train staff ,2,0,2,1,0,2,0,2,5,7,-1.9,Negative,17-Feb-18,Saturday,Feb-18,,,,,,,,,,,,,,,,,,,
798, calling regarding contract took son changed price plan promising something completely different calling since keep told call back hrs now still nothing phoned call centre today told call back end day still waiting definitely cancelling friends family contract morning stopping direct debit guess see court dont try brush recordings first time call rectify situation ,1,3,0,1,0,0,1,0,0,3,0.2,Positive,16-Feb-18,Friday,Feb-18,,,,,,,,,,,,,,,,,,,
799, considering signing please don t spent hour phone today complaints department cut sister s phone denied tried claim debt service hadn t provided  m pleased eventually managed agree satisfactory resolution behalf sister listened majority call adviser must seen something file proved error  s part first  customer adviser  sister spoke incredibly pedantic rude towards refused raise complaint escalate another team accused profanity telling stupid understand  mobile bills paid monthly  frankly  m surprised didn t swear call make sort issues frustrating vulnerable person interacts don t know shouldn t take trained lawyer call behalf someone find resolution want customers retrain staff lose market share ,6,2,2,3,3,5,2,6,13,8,-5.2,Negative,16-Feb-18,Friday,Feb-18,,,,,,,,,,,,,,,,,,,
800, fantastic customer service falkirk store today stephen took time explain best deal helped transfer personal details old mobile explained lots great benefits product knowledge superb didn t feel rushed gave initial contact paul friendly helpful honest ,1,5,1,1,4,1,1,6,0,10,8.05,Positive,16-Feb-18,Friday,Feb-18,,,,,,,,,,,,,,,,,,,
801, excellent service good postcode aere good ,0,1,0,0,2,0,1,2,0,2,1.75,Positive,15-Feb-18,Thursday,Feb-18,,,,,,,,,,,,,,,,,,,
802, islington branch gave best deal service think ever got really happy phone contract well done ,0,2,0,0,2,0,1,2,0,2,2.3,Positive,15-Feb-18,Thursday,Feb-18,,,,,,,,,,,,,,,,,,,
803, years fair couldn t say bad thing great coverage great customer service quality products talked purchasing dial smart phone watches £ pm month contract became clear quickly utter garbish called  india   numerous times explaining kept crashing got hot connection battery dead hour nobody seemed bothered told pay early termination fee close accounts november transpired company supported unlimited music streaming software walked away tell customers course spent hoursdays phone trying cancel contracts course nobody told anyone call centres information end closed decemberjanuary though took payments bank yet another call billing team said correct escalated call back new team based uk days later refund used average £ pm going niw  s £ soon zero don t bother  executive office    re poor fancy title bottom emailcont thanks reply  s nit resolved  ve received full refundthanks martyn executive office matter now resolved martyn listened complaint went away found right information decided stay upgraded contract thank martyn ,5,2,1,1,4,5,0,7,9,13,3.7,Positive,13-Feb-18,Tuesday,Feb-18,,,,,,,,,,,,,,,,,,,
804, mam beening waiting weeks pay £ taken cancelled account every week something new first sort code account high amount money someone sign told done account everyone people talking said fixed now working days ,1,2,0,0,2,0,1,4,0,3,0.75,Positive,13-Feb-18,Tuesday,Feb-18,,,,,,,,,,,,,,,,,,,
805, stayed put years loss service switched mobile network problem month two taking days estimated fix furthermore online chat told call network phone working also annoying thing trying take text book checks multiple times village idiot companies credit us common sense tempted switch sake couple pounds month worth update service continued substandard postcode consistently listed problems fix date sight must reliable service elderly parents always reach leaving sue penalty fee kept website messages time timed dated phone minutes waiting pac code think give wrong raise voice transferred girl stop talking resolving problem clearly told pass anyone pac code problem simply understand guys telling object foreign call centres long understand ,5,4,1,3,0,4,0,2,9,5,-3.2,Negative,13-Feb-18,Tuesday,Feb-18,,,,,,,,,,,,,,,,,,,
806, bother putting complaint hang like hearing closed contract got chased p paid owed end contract phoned cancelled another contract loss sorted customer service loose customs complete joke ,2,0,0,2,0,1,0,0,5,1,-2.45,Negative,13-Feb-18,Tuesday,Feb-18,,,,,,,,,,,,,,,,,,,
807, overall deals really good travelling however charged data usage nepal whopping £ phone left hotel safe ignored dispute data charges terrible customer service loose business averages £ month sim customer adios ,2,1,1,1,2,1,1,2,2,3,-0.85,Negative,12-Feb-18,Monday,Feb-18,,,,,,,,,,,,,,,,,,,
808, bad customer service average service issues ever since renewed contract everytime mess offer credit nice due credit going made miss payment thus messing credit score offer credit several occasions say call resolve different things never talk chat told thingone point waited minutes manager chat never came reason still tied another months even though got writing due issues offered let leave contract early free due trouble havingdont wrong contract never issue therefore never needed contract customer service team ,1,1,2,1,1,2,2,2,5,6,0.45,Positive,12-Feb-18,Monday,Feb-18,,,,,,,,,,,,,,,,,,,
809, hi sim g deal year never used gb now entered year contract got gb included  m suddenly using data  m using differently  m really happy ,0,2,0,0,2,0,3,2,0,3,1.6,Positive,11-Feb-18,Sunday,Feb-18,,,,,,,,,,,,,,,,,,,
810, huge hidden charges using phone abroad warnings charges accrued arrived got home totally disinterested call centre staff little help company shamelessly exploits foreign usage fleece customers boost company profits whilst making misleading advertisement claims fair treatment avoid travel outside europe want customer service gives dam note responded defend sending warnings charges late use defend offer basis extortionate charges defend lack customer service however suggest reading small print agree excellent advice dealing appallingly bad company go elsewhere ,3,0,3,3,1,3,0,3,10,7,-4.2,Negative,10-Feb-18,Saturday,Feb-18,,,,,,,,,,,,,,,,,,,
811, wanted leave feedback fantastic customer service dev customer services team cancellations team needed change contract pay go dev handled everything quickly gave info needed friendly customer service rep thanks never issues find app overall customer service better network refreshing change ,0,3,0,1,2,1,1,3,1,4,3.05,Positive,09-Feb-18,Friday,Feb-18,,,,,,,,,,,,,,,,,,,
812, tried order new phone twice now system goes wrong send loads emails call called record order tell send email look call back done thing twice now rubbish service frustrating ,0,0,1,0,0,0,0,1,2,0,-1.2,Negative,08-Feb-18,Thursday,Feb-18,,,,,,,,,,,,,,,,,,,
813, customer around year problems service providedone main reasons choosing appeared offer goodvalue prices remains key reason stay offering good value prices coverage also good online top feature easy one slight criticism app appear work particularly well tend use my online problems fact app great bother much never reason contact comment good customer service impressed far much better previous provideroverall good company provides good service ,1,2,1,1,1,1,1,5,3,9,3.65,Positive,08-Feb-18,Thursday,Feb-18,,,,,,,,,,,,,,,,,,,
814, don t normally write positive reviews say year cant fault much problem signal work area gave months line rental till fixed give loads texts minutes endless dataplus people indian call centres wonderful guys store helpful say nervous joining thought signal problems even signal o thanks good year one hope u right year two ,1,5,0,3,5,3,3,7,4,7,2.65,Positive,07-Feb-18,Wednesday,Feb-18,,,,,,,,,,,,,,,,,,,
