Sr.no.,Review_body,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,sent.val1,category_senti1,Date,Weekday,Month and Year,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18
1425, terrible connections never got g data nearly always getting e occasional h absolutely useless trying access maps voice conversations worst quality years whenever possible use whatsapp wifi connection talk got charged £ accidently phone plane yes sent text explaining ridiculous £ per mb charge per mb didnt see message checked phone mid atlantic decided update apps cost £s disappointed round ,3,0,3,1,0,2,1,0,4,1,-1.95,Negative,30-Aug-17,Wednesday,Aug-17,,,,,,,,,,,,,,,,,,,
1426, years thought fair give good rating ,1,2,0,1,1,1,1,1,1,2,1.5,Positive,30-Aug-17,Wednesday,Aug-17,,,,,,,,,,,,,,,,,,,
1427, saved £ usa using phone ,0,0,0,0,0,0,0,0,0,0,0.8,Positive,29-Aug-17,Tuesday,Aug-17,,,,,,,,,,,,,,,,,,,
1428, customer years came upgrade phone naturally wanted see offer experienced rude member staff store trying sell terrible deal telling find better elsewhere despite fact already shopped around shown found went carphone warehouse got great deal sold old handset £ got brilliant customer service called back tell continuing contract got terrible customer service went round circles tried scare cancellation fees turned nonexistant eventually telling match new deal offered given loyal customer good offer first place needless say accept offer using ,2,5,1,3,5,1,4,7,2,9,5.2,Positive,29-Aug-17,Tuesday,Aug-17,,,,,,,,,,,,,,,,,,,
1429, poor signal places outside citytown centres g rarely available main reason grievance though feel home fantastic able use contract allowance abroad places networks tell never anything better g data contacted customer services stated liability unable access services abroad quality network services abroad differ network effect tough colleague vodafone abroad roaming network g g leaving another network provider ,1,1,1,0,0,3,0,0,3,3,1.6,Positive,29-Aug-17,Tuesday,Aug-17,,,,,,,,,,,,,,,,,,,
1430, told saved almost £ pounds feel home plan shame begun restricting one competitive advantage ,0,2,1,1,0,1,0,0,1,1,0.5,Positive,29-Aug-17,Tuesday,Aug-17,,,,,,,,,,,,,,,,,,,
1431, glad feel home package came handy whilst abroad many thanks ,0,1,0,0,1,0,0,0,0,2,1.85,Positive,29-Aug-17,Tuesday,Aug-17,,,,,,,,,,,,,,,,,,,
1432, getting worse worse time joined network pay £ add eat data raised £ £ now £ within pretty short timeframe ok understand market changing maybe also underestimated costs service make looking professional £ increase initial £ meantime also changed way inform customers add expiring previously receiving messages exactly add expired now sending single message two days add going expire big silence run credit message thanks clever way squeeze money customers together primitive website lots smaller bigger issues guess done india also customer service located makes image serious company almost fight customer service pac code move civilized operator ,2,6,0,2,5,2,3,7,4,12,4.1,Positive,28-Aug-17,Monday,Aug-17,,,,,,,,,,,,,,,,,,,
1433, really appreciate facility thank ,0,0,0,0,0,0,0,0,0,0,1,Positive,28-Aug-17,Monday,Aug-17,,,,,,,,,,,,,,,,,,,
1434, brilliant feel home service used whilst driving route usa thanks ,0,1,0,0,1,0,0,1,0,1,1.6,Positive,28-Aug-17,Monday,Aug-17,,,,,,,,,,,,,,,,,,,
1435, sky year paying £ month unlimited broadband signed contract thinking save money paying £ gb mistake days back found paid £ last month £ month come shock told rates charged exceeding data also believe two fulltimers use data almost £ state told cap fair put place told advisor like terminate contract since deceived told option pay £ early leave basically contract serves solely company allows take advantage customers worst experience ever ,3,3,0,1,4,3,3,5,4,9,1.1,Positive,28-Aug-17,Monday,Aug-17,,,,,,,,,,,,,,,,,,,
1436, fine far actual phone service goes want change contract leave find forced phone bullied hour upwards attempt bludgeon taking expensive contract leaving avoid avoid avoid avoid avoid avoid avoid seriously stress worth ps actually seem read prompted wife trying change monthly rolling contract online upgrade options far worse deals site web chat people acknowledged still insisted phone upgrade contract wanted us bad experiences odious sales staff past now leaving years customers guess twitter team tell way leave phone sales team sweetened threats credit scores cancelled direct debits cancelling letter ,2,2,2,6,0,3,2,2,7,3,-5.8,Negative,28-Aug-17,Monday,Aug-17,,,,,,,,,,,,,,,,,,,
1437, used iphone although fairly greta plans prices service reliability availability terriblefound areas uk poor speeds mobile data disappointing network founded idea areas g due congestion issues network kicked g left g also suffered data bottlenecks lead many occasions active internet access leading unable stream spotify load info google maps even retrieve push info widget services iphonerecently left missing lot phone calls due network issues also got annoyed spotify streams stopping constantly whilst commuting work ,0,3,0,1,0,3,0,5,5,3,-2.4,Negative,27-Aug-17,Sunday,Aug-17,,,,,,,,,,,,,,,,,,,
1438, paymonthly account years live scotland france visit hong kong work regularly travel switzerland visit italy often live k border never think using phone use like gps hong kong customer service helpful far complaints whatsoever ,0,0,0,0,1,0,0,2,0,3,0.9,Positive,27-Aug-17,Sunday,Aug-17,,,,,,,,,,,,,,,,,,,
1439, contracts eligible upgrade called intention cancelling contract potentially upgrading talked phone really offer anything worth upgrading decided cancel kept annoying constant offers trying make upgrade seem worth even though offers clearly visible online available everyone buy representative said best price offer s w gb data £ monthplease look elsewhere many cheaper options available £ contract old customer definitely okay know prices high end phones pretty high made sound like getting something exclusive confirm many cheaper alternatives third party sellers please look around buying providers even old customer representative kept asking reconsider contract even though asked cancel times connected cancellation department listen offers yet finally cancelled also interesting deals offer refuse tend slightly better initially offer waste time really anywhere even tell prices high want cancel experience s advertising exclusive deals existing customers website true time check every deal offered times deal exclusiveg reception great overall areas good reception speeds pretty good concludes year contract looking carrier offers loyalty probably one go ,1,5,2,0,4,1,3,6,4,11,5.8,Positive,27-Aug-17,Sunday,Aug-17,,,,,,,,,,,,,,,,,,,
1440, concept able use phone abroad feel home fantastic usually works well travelling usa however laugh receiving text today saying saved £ recent day trip washington dc area inviting complete survey trouble struggled data automatically selected t mobile g network throughout trip rely wifi real connectivity although phone worked fine calls tried manually selecting carriers without luck strangely ee work phone connected t mobile issues summary feel home great works ,0,6,0,0,4,0,5,3,1,5,5.35,Positive,27-Aug-17,Sunday,Aug-17,,,,,,,,,,,,,,,,,,,
1441, srilanka month feel home best thing ever saved almost £thank ,0,0,0,0,0,0,0,0,0,0,1.8,Positive,27-Aug-17,Sunday,Aug-17,,,,,,,,,,,,,,,,,,,
1442, love roam states ,0,0,0,0,1,0,0,0,0,1,0.75,Positive,26-Aug-17,Saturday,Aug-17,,,,,,,,,,,,,,,,,,,
1443, really really bad customer service stupid customer care team staff named yash inactivated sim sending new sim wasnt even informed current sim inactivated without phone past days never received new sim now wait tuesday without phone days obviously charged whole month already spoken customer services many times already wasted hours talkingchatting told go store collect new sim manager went rushing yesterday store closes guess something system store staff cant activate replacement sim spend hour store talking customer service thing interested need confirm details hell given details times past days going make big deal going tolerate behaviour say customer support team shame company frustrated ,5,3,5,3,1,5,2,3,8,5,-1.4,Negative,26-Aug-17,Saturday,Aug-17,,,,,,,,,,,,,,,,,,,
1444, love join star reviewers love using phones abroad exact reason changed previous provider travel work known difficult make simple switchover stuck previous provideri given wrong information several stores travels told everything done need worry find go week without phone number done tried remove adult content block system tell either date birth last name incorrect really surely one know pieces information now trying connected wuntu take advantage offers met incorrect password messages emailed link new password connect also offers opportunity download app already downloaded spending several hours several days trying started new contract seriously considering done right thing maybe sucked additional cost problem free usage old providertoo late now wonder maybe reason aftercare poor tied seems nothing ,1,4,0,5,4,4,0,4,6,9,2.25,Positive,26-Aug-17,Saturday,Aug-17,,,,,,,,,,,,,,,,,,,
1445, trully impressed thanks mobile since ,0,1,0,0,0,0,0,0,0,0,1.1,Positive,26-Aug-17,Saturday,Aug-17,,,,,,,,,,,,,,,,,,,
1446, deplorable disgraceful incompetent arrogant omnipotent coins nicest words company customer two phone contracts several years problem explained reason signal disappeared locally suspect mast sharing arrangements changed locality problems started first denial hours place india pakistan unitelligible accents decided cancel go elsewhere cancelling harder flying moon now mobile signal internet account hours phone calls india pakistan whetever kept trying persuade stay knew signal ended cancelling post glasgow customer service asking final bill post rely mobile internet rural area land line internet works online account anymore via now useless mobile phone postal billing requested never came got debt collectors explained final bill arrived said account hold investigated back progress asked deadlock letter ombidsmans purpose asked hours phone calls india call centre iknew deadlock letter said despite disputed none substantiated billing acknowledged put credit file otherwise perfect years default aaggghhh complained ombudsman direct without deadlock letter investigated far despite spending thousands pounds withthree still getting final detailed billing explanation apology service disappearance now default file £ warned challenged lack advice help given came arrogant gloated phone saying bound inform intended place default notice credit file bound relate consumer credit acts true bound consumer credit act like banks etc moment operator said reason never bother tell great service now now true colours councillor company director plus years say anything good company bamboozal brain hurts india assuming even managed toget harass uk black list default years fail give statutory final billing details law owe impune good name without informing anyone note since offered write amount owed £ default file incompetence earth accept credit file integrity grossly wrongly damaged heavens sake still final bill know even owe amount read online due laxed regulations phone companies reported defaults unsuspecting individuals pence control must stop footnote n case competency doubt captain chief flying instructor deals people situations profession done detail clarity mandate profession ,7,9,5,9,4,10,3,15,23,17,-9.75,Negative,26-Aug-17,Saturday,Aug-17,,,,,,,,,,,,,,,,,,,
1447, using mobile many countries abroad extra cost netwotk saved £ week trip florida month brilliant thank ,0,2,0,0,1,0,1,1,0,2,2.7,Positive,25-Aug-17,Friday,Aug-17,,,,,,,,,,,,,,,,,,,
1448, package home away america weeks used phone normal got home bill £ text saying bill £ without home away package time phone provider gave good coverage home abroad thanks ,0,2,0,0,1,0,1,1,0,1,1.35,Positive,25-Aug-17,Friday,Aug-17,,,,,,,,,,,,,,,,,,,
1449, two contracts due move house next week phone six times last week five hours zero service new location initially advisors said good coverage changed settings tried everything found week website offcom website coverage plan coverage future offer pay nearly £ cancel contract pay £ phone line put use wifi contacts new ones finishing april september respectively now two useless phones call back say staff bullies put hold listen wat say like robots reading script passing pillar post simply care offering return handsets today excellent condition original accessories packageing told make profit intend report rubbish company ombudsan watchdog anyone listen thinking buying mobile phone getting contact use company warned ,0,5,1,1,4,1,2,7,3,9,1.15,Positive,24-Aug-17,Thursday,Aug-17,,,,,,,,,,,,,,,,,,,
1450, impress use phone usage well done fufuufufuufufuu ,0,0,0,0,0,0,0,0,0,1,1.55,Positive,24-Aug-17,Thursday,Aug-17,,,,,,,,,,,,,,,,,,,
1451, tried cancel contract expiring better deal elsewhere s customer service team basically accept kept going good deal offering almost point refusing cancellation speaking different staff members explaining thinking raising compliant finaly put cancellation team offered deal wantedlooking back wish gone cancellation due poor experience ,0,2,0,0,2,1,2,4,1,4,2.35,Positive,24-Aug-17,Thursday,Aug-17,,,,,,,,,,,,,,,,,,,
